episode,global_step,epsilon,scalar_return,loss,mse,ssim,k,paid_k,total_k,cost,actions
32,177,0.94395,0.0949653834104538,0.0019137141708698538,0.0010372811229899526,0.8981302850276196,9,9,10,0.0,8 5 1 3 2 6 4 7 9
33,183,0.94205,0.031396642327308655,0.001482064990947644,0.00044147498556412756,0.9468933628621765,5,5,6,0.0,7 1 4 5 2 10
34,187,0.9407833333333333,0.2175278216600418,0.0015146299847401679,0.001518807839602232,0.8328084754320161,3,3,4,0.0,2 6 9 10
35,188,0.9404666666666667,0.0,0.0014122232096269727,0.0032532857730984688,0.7553097246470557,0,0,1,0.0,10
36,194,0.9385666666666667,0.13574270904064178,0.0011546544070976477,0.002345854416489601,0.85090268511097,5,5,6,0.0,2 3 8 7 6 10
37,200,0.9366666666666666,-0.01928434520959854,0.001232658183046927,0.001083506504073739,0.8797786947734008,5,5,6,0.0,1 8 9 2 3 10
38,201,0.93635,0.0,0.0015625542728230357,0.0023207482881844044,0.8212330485743944,0,0,1,0.0,10
39,209,0.9338166666666666,0.1980968564748764,0.0010975811019307002,0.0006201176438480616,0.940139065386991,7,7,8,0.0,5 1 6 7 4 8 3 10
40,211,0.9331833333333334,0.14848347008228302,0.0008253424020949751,0.004011116921901703,0.7557830488654358,1,1,2,0.0,9 10
41,218,0.9309666666666667,0.46110379695892334,0.0008730544941499829,0.0009403071599081159,0.9038401189903583,6,6,7,0.0,6 5 3 4 1 2 10
42,225,0.92875,0.08068560063838959,0.0008728922444528767,0.0006310506141744554,0.9295360295901542,6,6,7,0.0,7 2 5 1 6 3 10
43,231,0.92685,0.45229372382164,0.0007798014654933164,0.0008957558311522007,0.9145876676216279,5,5,6,0.0,6 2 4 9 1 10
44,233,0.9262166666666667,0.17001473903656006,0.0007750971126370132,0.0036989019718021154,0.7569942382539708,1,1,2,0.0,2 10
45,242,0.9233666666666667,0.11842170357704163,0.0007276637544338074,0.0002240069443359971,0.9626222297053133,9,9,10,0.0,3 4 6 5 9 2 8 7 1
46,248,0.9214666666666667,0.1492740958929062,0.0006757641773826132,0.00036727669066749513,0.9406293043855679,5,5,6,0.0,8 5 6 1 2 10
47,251,0.9205166666666666,0.3995019793510437,0.0022808540573654077,0.0023240179289132357,0.8663143438246106,2,2,3,0.0,4 5 10
48,255,0.91925,0.09587079286575317,0.0033495714887976646,0.0005140603752806783,0.9366740652943621,3,3,4,0.0,4 2 5 10
49,258,0.9183,0.0866650640964508,0.002356988610699773,0.0038994806818664074,0.8222031855784627,2,2,3,0.0,7 2 10
50,264,0.9164,0.004538334906101227,0.001785862628215303,0.0006244274554774165,0.9231473186920429,5,5,6,0.0,7 4 5 8 3 10
51,273,0.91355,0.5126906037330627,0.0012265525551305877,0.0003397592809051275,0.9383693661864108,9,9,10,0.0,3 1 8 4 7 5 6 2 9
52,275,0.9129166666666667,0.13547374308109283,0.000986379774985835,0.00222787051461637,0.8453399380148521,1,1,2,0.0,7 10
53,277,0.9122833333333333,0.27310502529144287,0.0009799686376936734,0.0026007273700088263,0.7791119686213812,1,1,2,0.0,3 10
54,284,0.9100666666666667,0.18347695469856262,0.0008664039445907942,0.0008773804875090718,0.8974169575377821,6,6,7,0.0,4 2 7 5 6 1 10
55,285,0.9097500000000001,0.0,0.0005819822545163333,0.002575187711045146,0.707858527159511,0,0,1,0.0,10
56,294,0.9069,0.41999781131744385,0.000692068754384915,0.000976661453023553,0.9245425637780416,8,8,9,0.0,7 1 5 4 6 8 9 3 10
57,303,0.90405,0.021535590291023254,0.0006324762814781732,0.0010381053434684873,0.9335120982278967,9,9,10,0.0,5 1 8 2 4 7 3 9 6
58,312,0.9012,0.4899129867553711,0.0005907777037161092,0.0006008654017932713,0.9323195703460544,9,9,10,0.0,7 5 4 2 8 1 6 3 9
59,313,0.9008833333333334,0.0,0.000506581855006516,0.0043410551734268665,0.7631438153090415,0,0,1,0.0,10
60,317,0.8996166666666666,-0.023801658302545547,0.0005663472693413496,0.0013317700941115618,0.8488109467925413,3,3,4,0.0,6 8 1 10
61,319,0.8989833333333334,0.11489591002464294,0.0005077587848063558,0.0037253110203891993,0.7639915611446524,1,1,2,0.0,8 10
62,326,0.8967666666666667,0.19329681992530823,0.0005132072921177107,0.000817429565358907,0.9227090139876648,6,6,7,0.0,6 8 4 7 5 9 10
63,335,0.8939166666666667,0.40502309799194336,0.00047901205834932625,0.0009569015237502754,0.9247751360167789,9,9,10,0.0,8 5 2 3 7 9 6 1 4
64,342,0.8917,0.4570810794830322,0.00047863203716198247,0.0016854428686201572,0.9008454287449046,6,6,7,0.0,9 8 4 7 1 6 10
65,351,0.88885,0.08660620450973511,0.0004954225086193117,0.00158883654512465,0.8845463046066543,9,9,10,0.0,1 4 2 8 9 5 6 7 3
66,352,0.8885333333333334,0.0,0.0006004630122333765,0.0032737974543124437,0.764852500138594,0,0,1,0.0,10
67,361,0.8856833333333334,0.09496539831161499,0.00047874725876479514,0.0010372811229899526,0.8981302850276196,9,9,10,0.0,9 2 5 3 1 6 7 4 8
68,369,0.88315,0.05060599744319916,0.0005032548433518969,0.00040290813194587827,0.9416313531247104,7,7,8,0.0,7 6 8 4 5 9 2 10
69,371,0.8825166666666666,0.26959145069122314,0.00038078219222370535,0.002517158631235361,0.8207732184893063,1,1,2,0.0,7 10
70,376,0.8809333333333333,0.08205913752317429,0.00045647447113879026,0.001474690972827375,0.8888728372469172,4,4,5,0.0,9 7 2 5 10
71,377,0.8806166666666666,0.0,0.00045023710117675364,0.002152722794562578,0.7677761323276052,0,0,1,0.0,10
72,386,0.8777666666666667,-0.13704925775527954,0.0004939795051339186,0.0007509415736421943,0.9156523494495081,9,9,10,0.0,5 9 4 3 2 1 6 7 8
73,391,0.8761833333333333,0.1999514102935791,0.0004644418542739004,0.0004593110643327236,0.9348990311768619,4,4,5,0.0,2 6 5 8 10
74,393,0.87555,0.2391752451658249,0.0005262785998638719,0.002310018287971616,0.8266213543881418,1,1,2,0.0,4 10
75,398,0.8739666666666667,0.14218585193157196,0.00043581010540947316,0.001186132663860917,0.9157821174431925,4,4,5,0.0,2 6 7 5 10
76,399,0.87365,0.0,0.0004191685002297163,0.0031594049651175737,0.6811429803535413,0,0,1,0.0,10
77,405,0.87175,0.04157944768667221,0.000415119924582541,0.0004282312002032995,0.9555074840996693,5,5,6,0.0,7 6 5 9 4 10
78,411,0.86985,0.1659705489873886,0.0003997519233962521,0.0012970182579010725,0.87094312788438,5,5,6,0.0,5 8 3 1 6 10
79,419,0.8673166666666667,0.43591150641441345,0.00041298554788227193,0.0008636314305476844,0.9337622531812625,7,7,8,0.0,1 5 3 4 8 9 7 10
80,428,0.8644666666666667,0.5527865290641785,0.00034796093111961253,0.00047670904314145446,0.9516940403565782,8,8,9,0.0,7 5 6 4 8 3 1 2 10
81,432,0.8632,0.18881168961524963,0.000384289218345657,0.001571137923747301,0.8548085969317966,3,3,4,0.0,2 4 7 10
82,440,0.8606666666666667,0.08902335166931152,0.0003603256664064247,0.00037495786091312766,0.9642713410994669,7,7,8,0.0,6 1 7 5 4 2 8 10
83,449,0.8578166666666667,0.01868419349193573,0.00039190035184017487,0.00042979855788871646,0.9519469536725746,9,9,10,0.0,3 7 8 5 4 9 2 1 6
84,453,0.85655,0.03225592523813248,0.0003847985717584379,0.0010069375857710838,0.8945309283847475,3,3,4,0.0,9 8 6 10
85,459,0.85465,0.3854921758174896,0.00040354673789503676,0.0007483977824449539,0.9395736876861873,5,5,6,0.0,7 9 8 6 1 10
86,467,0.8521166666666666,0.1974094659090042,0.00044186300510773435,0.0003237280179746449,0.9677012771119969,7,7,8,0.0,8 7 9 3 4 6 5 10
87,468,0.8518,0.0,0.000393157999496907,0.0014210209483280778,0.8432332585730749,0,0,1,0.0,10
88,471,0.85085,0.3794107437133789,0.00043245738682647544,0.0022922661155462265,0.8774825342876591,2,2,3,0.0,8 4 10
89,472,0.8505333333333334,0.0,0.000581028638407588,0.002852533245459199,0.7691788236526429,0,0,1,0.0,10
90,475,0.8495833333333334,0.05068318545818329,0.00049306993605569,0.0012384827714413404,0.8876085027954879,2,2,3,0.0,7 3 10
91,482,0.8473666666666666,0.22245019674301147,0.0004006270859723112,0.00033214210998266935,0.9669008846533143,6,6,7,0.0,9 5 2 3 4 6 10
92,484,0.8467333333333333,0.19830937683582306,0.00048479033284820616,0.001677088439464569,0.854843923199687,1,1,2,0.0,4 10
93,493,0.8438833333333333,-0.01163572072982788,0.0003990125777717266,0.0015541984466835856,0.8853870567718386,8,8,9,0.0,1 7 8 4 2 9 3 6 10
94,497,0.8426166666666667,0.21038830280303955,0.0003529358436935581,0.001251491717994213,0.8898002602664951,3,3,4,0.0,7 9 8 10
95,500,0.8416666666666667,0.11493045091629028,0.0003336579878426467,0.0006525320932269096,0.9246124872377455,2,2,3,0.0,7 8 10
96,509,0.8388166666666667,0.05064493417739868,0.0016827749786898494,0.0004367831570561975,0.9511066778484337,8,8,9,0.0,8 6 9 4 3 5 1 2 10
97,517,0.8362833333333333,0.564456045627594,0.000920653241337277,0.00047985248966142535,0.9529805467613529,7,7,8,0.0,9 7 8 6 4 5 3 10
98,519,0.83565,0.19921307265758514,0.0009550637332722545,0.001622155774384737,0.8182138533693574,1,1,2,0.0,3 10
99,525,0.83375,0.20080287754535675,0.0007995136741859218,0.0009439787827432156,0.8908076586376756,5,5,6,0.0,2 4 5 9 6 10
100,528,0.8328,0.07386505603790283,0.0007090192132939895,0.0007097533089108765,0.9232500449939234,2,2,3,0.0,7 4 10
101,532,0.8315333333333333,0.4527943730354309,0.0006785876175854355,0.0009382099960930645,0.9026513690312751,3,3,4,0.0,7 2 5 10
102,536,0.8302666666666667,0.1989022195339203,0.0006571416015503928,0.0006972261471673846,0.9356720983698592,3,3,4,0.0,3 4 5 10
103,538,0.8296333333333333,0.07582038640975952,0.0005033455818193033,0.001557128969579935,0.830267253337377,1,1,2,0.0,9 10
104,547,0.8267833333333333,0.03560861945152283,0.0005282592416430513,0.0003428023774176836,0.9514089614755333,8,8,9,0.0,7 2 9 8 3 1 5 4 10
105,552,0.8252,0.08515039831399918,0.0005545163119677454,0.00040623085806146264,0.9596325283810302,4,4,5,0.0,2 4 5 3 10
106,558,0.8233,0.42579206824302673,0.0005128704409192627,0.001135013997554779,0.8964993772888722,5,5,6,0.0,9 4 6 1 3 10
107,559,0.8229833333333334,0.0,0.0006671946030110121,0.0038122893311083317,0.7455259617759961,0,0,1,0.0,10
108,568,0.8201333333333334,-0.11892557144165039,0.0005216618398359666,0.00030623964266851544,0.9617493655997706,9,9,10,0.0,9 4 3 6 7 8 2 1 5
109,576,0.8176,0.3782886862754822,0.0005074847213109024,0.001182809704914689,0.9065579163812003,7,7,8,0.0,3 6 8 2 7 5 9 10
110,584,0.8150666666666667,0.4579480290412903,0.0004438203395693563,0.0009424294112250209,0.9143822677920747,7,7,8,0.0,4 6 1 7 2 3 8 10
111,589,0.8134833333333333,0.11887539178133011,0.0004734473535791039,0.0005870058084838092,0.9387760378252028,4,4,5,0.0,4 9 6 8 10
112,591,0.81285,0.2976636290550232,0.0004735765978693962,0.0009567101951688528,0.8587379958236969,1,1,2,0.0,7 10
113,599,0.8103166666666667,0.46296602487564087,0.00043881497549591586,0.000349658279446885,0.9654550017715918,7,7,8,0.0,4 9 1 5 3 7 8 10
114,601,0.8096833333333333,0.09980684518814087,0.0004670842317864299,0.0011289275716990232,0.8923991766584402,1,1,2,0.0,4 10
115,606,0.8081,0.14414742588996887,0.00041799304308369755,0.001169756636954844,0.8939754350308006,4,4,5,0.0,1 4 5 7 10
116,613,0.8058833333333333,-0.01553826779127121,0.0004155944459073778,0.0005572407389990985,0.9434807175830201,6,6,7,0.0,5 3 2 7 8 9 10
117,617,0.8046166666666666,0.108040951192379,0.000414029011153616,0.0004871294368058443,0.9462413316709959,3,3,4,0.0,4 3 5 10
118,618,0.8043,0.0,0.00044875871390104294,0.0034688839223235846,0.7994143588891459,0,0,1,0.0,10
119,623,0.8027166666666667,0.3787648677825928,0.0003880215052049607,0.0013639938551932573,0.9021474688926293,4,4,5,0.0,7 9 5 3 10
120,626,0.8017666666666667,0.19222436845302582,0.00035610797931440175,0.0017415775218978524,0.8395191692568884,2,2,3,0.0,1 7 10
121,628,0.8011333333333334,0.1017916351556778,0.00032003385422285646,0.0021546869538724422,0.8433414928694826,1,1,2,0.0,6 10
122,633,0.79955,0.35788869857788086,0.0004443282668944448,0.0021962758619338274,0.8824113396336364,4,4,5,0.0,7 9 1 2 10
123,642,0.7967,-0.1001797765493393,0.0003917808579798374,0.0007688290206715465,0.9137486198498435,8,8,9,0.0,4 6 9 1 7 3 8 5 10
124,648,0.7948,0.39791372418403625,0.00041069163125939667,0.0012027232442051172,0.8789422217397712,5,5,6,0.0,5 6 7 2 1 10
125,657,0.79195,-0.07766521722078323,0.0004057982878293842,0.0004167804145254195,0.9513973655549014,8,8,9,0.0,9 6 4 2 5 7 3 1 10
126,665,0.7894166666666667,0.10076671838760376,0.0003974391547671985,0.00032874621683731675,0.970380674697698,7,7,8,0.0,8 4 6 7 9 3 5 10
127,670,0.7878333333333334,0.3923933207988739,0.00040892687975429,0.0017699000891298056,0.8876642107533891,4,4,5,0.0,3 1 5 8 10
128,672,0.7872,0.12473545968532562,0.00032138469396159053,0.002398843877017498,0.8429083464740289,1,1,2,0.0,1 10
129,675,0.78625,0.15345609188079834,0.000387641698277245,0.003080823225900531,0.8109039896676249,2,2,3,0.0,6 7 10
130,679,0.7849833333333334,0.06810550391674042,0.0003800901467911899,0.0007902149227447808,0.9212329831333138,3,3,4,0.0,7 6 8 10
131,688,0.7821333333333333,-0.11392936110496521,0.00045329078178231913,0.00037483320920728147,0.9536175427694809,9,9,10,0.0,5 1 7 3 4 6 9 2 8
132,692,0.7808666666666667,0.4212041199207306,0.0003714569320436567,0.0014591175131499767,0.8774518011831075,3,3,4,0.0,5 3 1 10
133,696,0.7796,0.20844954252243042,0.0003694949846249074,0.0013824854977428913,0.8621544481900728,3,3,4,0.0,7 5 3 10
134,705,0.77675,0.4349496364593506,0.0004104344439434095,0.00033794459886848927,0.9672684116858222,9,9,10,0.0,9 5 7 2 4 8 6 1 3
135,710,0.7751666666666667,0.14415745437145233,0.00041176364757120607,0.0008804402896203101,0.9253028697477085,4,4,5,0.0,4 7 8 1 10
136,716,0.7732666666666667,0.1465294510126114,0.00041383138159289956,0.000436869595432654,0.9612434035107299,5,5,6,0.0,7 8 2 9 4 10
137,721,0.7716833333333333,0.038018979132175446,0.0003494528995361179,0.0007429818506352603,0.9282797034320451,4,4,5,0.0,4 9 2 8 10
138,726,0.7701,0.07031841576099396,0.0003802249673753977,0.0003361274139024317,0.9596115387045955,4,4,5,0.0,3 7 5 4 10
139,732,0.7682,0.03203142434358597,0.0003649553934034581,0.0004384242929518223,0.9474241583299127,5,5,6,0.0,4 7 5 1 6 10
140,739,0.7659833333333333,-0.05796170234680176,0.0003102664153889886,0.0007490543648600578,0.9025299071503734,6,6,7,0.0,6 9 2 3 5 1 10
141,748,0.7631333333333333,-0.10062169283628464,0.00038109805771253176,0.0009432774968445301,0.9348474241146435,8,8,9,0.0,9 6 7 1 3 5 8 2 10
142,753,0.76155,0.457661509513855,0.0009901734825689345,0.0008566149044781923,0.905171727896729,4,4,5,0.0,3 1 6 5 10
143,762,0.7587,0.38903895020484924,0.0010478660309066374,0.0013110095169395208,0.8905007067744428,8,8,9,0.0,4 3 8 6 1 9 2 7 10
144,765,0.75775,0.16950711607933044,0.0007103775278665125,0.0005228855879977345,0.9285623655963454,2,2,3,0.0,2 4 10
145,767,0.7571166666666667,0.2383064180612564,0.0009040323202498257,0.0018127306830137968,0.8531920945797138,1,1,2,0.0,7 10
146,770,0.7561666666666667,0.08253271877765656,0.0007119815369757513,0.0014961309498175979,0.8997146132812968,2,2,3,0.0,4 1 10
147,778,0.7536333333333334,0.06756022572517395,0.0007079779097693972,0.00034725232399068773,0.9506597352899637,7,7,8,0.0,9 6 4 5 1 8 3 10
148,779,0.7533166666666666,0.0,0.0006692475290037692,0.005118431523442268,0.6635576017869815,0,0,1,0.0,10
149,786,0.7511,0.22322741150856018,0.0006064600394373494,0.00033875240478664637,0.9678223946449589,6,6,7,0.0,4 1 5 6 3 7 10
150,794,0.7485666666666666,0.19575627148151398,0.0005246279833954759,0.0003330326289869845,0.9675435650380556,7,7,8,0.0,6 4 3 2 5 8 1 10
151,796,0.7479333333333333,0.10011549293994904,0.0005240269529167563,0.001772832009010017,0.8872232976569999,1,1,2,0.0,4 10
152,805,0.7450833333333333,0.4446294903755188,0.0005541718209214094,0.0008867850410751998,0.9108949523512163,9,9,10,0.0,7 2 6 4 5 9 8 1 3
153,809,0.7438166666666667,0.18658718466758728,0.0004969237270415761,0.0003880330186802894,0.9341947273589343,3,3,4,0.0,2 6 5 10
154,812,0.7428666666666667,0.06717661023139954,0.0004647943036009868,0.003289780579507351,0.8173797319351953,2,2,3,0.0,4 1 10
155,813,0.74255,0.0,0.00042684987420216203,0.0033651564735919237,0.673386523691665,0,0,1,0.0,10
156,821,0.7400166666666667,-0.06351710855960846,0.00047310280933743343,0.0007853827555663884,0.9112907195559012,7,7,8,0.0,5 9 1 3 8 4 7 10
157,824,0.7390666666666666,0.08021775633096695,0.0004072163816696654,0.0009085991769097745,0.8958004445865236,2,2,3,0.0,4 5 10
158,826,0.7384333333333334,0.06370586156845093,0.0004983040853403509,0.001376544707454741,0.8668436934588993,1,1,2,0.0,5 10
159,828,0.7378,0.060990795493125916,0.0004074050666531548,0.0026780737098306417,0.7226720757972932,1,1,2,0.0,9 10
160,829,0.7374833333333334,0.0,0.00030699025955982506,0.0034688839223235846,0.7994143588891459,0,0,1,0.0,10
161,838,0.7346333333333334,0.5456785559654236,0.0004589139037610342,0.00046588623081333935,0.9532000959344766,9,9,10,0.0,4 3 1 6 5 7 2 8 9
162,845,0.7324166666666667,0.08068141341209412,0.0004264136618335864,0.0011468068696558475,0.8972300373274704,6,6,7,0.0,4 7 2 5 8 9 10
163,854,0.7295666666666667,0.36884456872940063,0.00038816407322883606,0.0014951967168599367,0.9104012205175763,8,8,9,0.0,7 1 6 5 8 2 9 3 10
164,856,0.7289333333333334,0.22604462504386902,0.00044229986087884754,0.0021236417815089226,0.8361737951459131,1,1,2,0.0,7 10
165,859,0.7279833333333334,0.06965397298336029,0.0004625728664298852,0.0018511931411921978,0.8352176407119536,2,2,3,0.0,2 9 10
166,866,0.7257666666666667,0.11345745623111725,0.0004358755249995738,0.0004578238003887236,0.9489012877949636,6,6,7,0.0,4 5 1 7 8 3 10
167,872,0.7238666666666667,0.0017112493515014648,0.0004315274709369987,0.0011401930823922157,0.9270663085647202,5,5,6,0.0,6 5 8 2 9 10
168,876,0.7226,0.4039023518562317,0.00039854088390711695,0.0007969052530825138,0.9356880143072177,3,3,4,0.0,9 7 1 10
169,880,0.7213333333333334,0.0788271352648735,0.0004078310448676348,0.0007183107081800699,0.9290684204056913,3,3,4,0.0,9 2 8 10
170,887,0.7191166666666666,-0.017366670072078705,0.0004375889797561935,0.0005337166949175298,0.9392189787485937,6,6,7,0.0,1 5 8 2 3 7 10
171,896,0.7162666666666666,0.4125733971595764,0.0004283612425852981,0.000699592987075448,0.9451701391253545,9,9,10,0.0,5 9 4 2 6 1 3 8 7
172,905,0.7134166666666666,0.5552655458450317,0.000384633953217417,0.0004709409549832344,0.9528427602065446,8,8,9,0.0,5 1 2 3 4 8 9 6 10
173,908,0.7124666666666667,0.1636655628681183,0.0002635698717009897,0.0009397251415066421,0.9043678418333408,2,2,3,0.0,4 8 10
174,909,0.7121500000000001,0.0,0.00038596027297899127,0.0023364461958408356,0.8168094685532631,0,0,1,0.0,10
175,915,0.71025,0.1882128119468689,0.00044210852259614814,0.001156805781647563,0.8863929715295468,5,5,6,0.0,4 5 1 2 3 10
176,920,0.7086666666666668,0.45065462589263916,0.0003752523800358176,0.0008850813028402627,0.9049951880638721,4,4,5,0.0,7 6 1 4 10
177,929,0.7058166666666668,0.3792897164821625,0.00035163894386237697,0.0009104710770770907,0.9083804065775786,9,9,10,0.0,4 3 1 9 6 5 7 8 2
178,938,0.7029666666666667,0.4087560474872589,0.00041612148116756644,0.0006344392895698547,0.9489724816451033,9,9,10,0.0,4 7 8 9 1 2 3 6 5
179,943,0.7013833333333332,0.17892195284366608,0.0003639001573901623,0.0004640428815037012,0.9481763219046678,4,4,5,0.0,3 9 4 5 10
180,946,0.7004333333333334,0.3592439293861389,0.0003500622600161781,0.0016384217888116837,0.881352606257169,2,2,3,0.0,7 5 10
181,951,0.69885,0.4182971715927124,0.00041287869098596277,0.0013807250652462244,0.8868125671527474,4,4,5,0.0,2 8 7 4 10
182,957,0.69695,0.09901934862136841,0.0004285552956086273,0.000943295715842396,0.916092607747502,5,5,6,0.0,6 4 5 8 2 10
183,959,0.6963166666666667,0.11383114755153656,0.00047238478146027774,0.0041118888184428215,0.8233989459721596,1,1,2,0.0,4 10
184,968,0.6934666666666667,0.4885489344596863,0.00039754943766941625,0.0007867896929383278,0.9265227889405137,8,8,9,0.0,3 5 2 1 4 6 7 9 10
185,975,0.69125,0.23638208210468292,0.00032170656569568176,0.0006837494438514113,0.9469546524367066,6,6,7,0.0,8 6 4 7 3 5 10
186,981,0.68935,0.43193328380584717,0.0003799020390336712,0.0008585473988205194,0.9354242806662845,5,5,6,0.0,4 1 5 9 7 10
187,989,0.6868166666666666,0.16642047464847565,0.00035395943268667907,0.0008123102597892284,0.9232175329990251,7,7,8,0.0,6 7 5 9 1 4 8 10
188,990,0.6865,0.0,0.00025375303812325,0.0027319309301674366,0.7100972338013715,0,0,1,0.0,10
189,992,0.6858666666666666,0.1656569391489029,0.0003390316996956244,0.0010881915222853422,0.9153951142917915,1,1,2,0.0,4 10
190,993,0.68555,0.0,0.00023235798289533705,0.0051753344014286995,0.6757166840116118,0,0,1,0.0,10
191,1002,0.6827,0.18257756531238556,0.0006919044438594332,0.0006658906349912286,0.9475449179072158,8,8,9,0.0,4 6 7 9 5 8 2 3 10
192,1008,0.6808000000000001,0.1467883586883545,0.0011519776307977736,0.002260175533592701,0.8601357941919252,5,5,6,0.0,8 4 2 6 3 10
193,1017,0.67795,0.027309179306030273,0.0010327857324025696,0.0007969713769853115,0.932587621363675,8,8,9,0.0,1 3 5 9 8 2 7 4 10
194,1026,0.6751,0.49542754888534546,0.0009520595582822958,0.0012853877851739526,0.9186317070556735,8,8,9,0.0,5 9 3 2 1 7 6 4 10
195,1034,0.6725666666666666,0.43591150641441345,0.0009193016230710782,0.0008636314305476844,0.9337622531812625,7,7,8,0.0,5 9 1 4 8 3 7 10
196,1038,0.6713,0.18524008989334106,0.0008232757390942425,0.0005476439837366343,0.9467509498954811,3,3,4,0.0,9 4 5 10
197,1042,0.6700333333333334,0.18487609922885895,0.0007630409672856331,0.0006214022869244218,0.9333608825375436,3,3,4,0.0,7 4 8 10
198,1050,0.6675,0.4064728915691376,0.0007194479985628277,0.0008240125025622547,0.9383308969960769,7,7,8,0.0,6 4 7 5 1 2 8 10
199,1056,0.6656,0.4575660824775696,0.0006517970420342559,0.001002652570605278,0.9014081229565402,5,5,6,0.0,7 6 8 3 4 10
200,1062,0.6637,0.10025246441364288,0.0006834416417405009,0.002149252686649561,0.9063064096391413,5,5,6,0.0,4 7 6 2 8 10
201,1068,0.6618,0.21014246344566345,0.0006115017361783733,0.0009132722043432295,0.9191436211575226,5,5,6,0.0,9 4 6 3 1 10
202,1074,0.6599,0.062379464507102966,0.0006046277509691814,0.0018346371361985803,0.8649618117211831,5,5,6,0.0,1 4 6 9 2 10
203,1081,0.6576833333333334,0.5025706887245178,0.0006808581113416169,0.0006639940547756851,0.9266453425396637,6,6,7,0.0,7 6 8 4 5 1 10
