episode,global_step,epsilon,scalar_return,loss,mse,ssim,k,paid_k,total_k,cost,actions
71,345,0.89075,0.1783258318901062,0.0004288734635338187,0.0005433793412521482,0.9279083609935361,4,4,5,0.0,3 2 6 9 10
72,349,0.8894833333333334,0.20382827520370483,0.0004985256164218299,0.00036833673948422074,0.9402664353834038,3,3,4,0.0,5 2 1 10
73,358,0.8866333333333334,0.14644509553909302,0.00046388610563654866,0.0009569015237502754,0.9247751360167789,9,9,10,0.0,1 3 7 5 6 8 4 9 2
74,367,0.8837833333333334,0.1223067194223404,0.00044128821334905096,0.0007183094276115298,0.9157781647994458,8,8,9,0.0,7 5 4 8 3 1 6 2 10
75,373,0.8818833333333334,0.10522104799747467,0.0004180446412647143,0.0009667635895311832,0.9153777169557588,5,5,6,0.0,3 6 1 4 7 10
76,378,0.8803,0.27162256836891174,0.0004705046361777931,0.00109461834654212,0.9156421865563614,4,4,5,0.0,3 2 4 5 10
77,386,0.8777666666666667,0.18465901911258698,0.0004283935886633117,0.00032744952477514744,0.9603139648256064,7,7,8,0.0,9 8 2 5 4 3 1 10
78,390,0.8765000000000001,0.023813553154468536,0.000449307648523245,0.001224255422130227,0.8639941876189391,3,3,4,0.0,1 9 3 10
79,391,0.8761833333333333,0.0,0.0003821889404207468,0.003259751247242093,0.7499087076461415,0,0,1,0.0,10
80,396,0.8746,0.1987580955028534,0.0004074519209098071,0.0010881584603339434,0.9018555485536028,4,4,5,0.0,2 8 4 9 10
81,400,0.8733333333333333,0.20638087391853333,0.00033630472171353176,0.001403765520080924,0.9030357620697668,3,3,4,0.0,8 2 4 10
82,409,0.8704833333333333,-0.11098682135343552,0.00035243409931556217,0.00042979855788871646,0.9519469536725746,9,9,10,0.0,4 2 8 7 9 6 5 3 1
83,414,0.8689,0.1886465847492218,0.0003816676791757345,0.0011105443118140101,0.8934220236313045,4,4,5,0.0,5 6 9 7 10
84,422,0.8663666666666667,0.06220105290412903,0.00040086600347422063,0.0003114547289442271,0.9542432843611158,7,7,8,0.0,4 7 5 8 1 2 9 10
85,429,0.86415,0.39517199993133545,0.000379994952319456,0.000958777847699821,0.9030776214603153,6,6,7,0.0,7 4 9 3 5 2 10
86,434,0.8625666666666667,0.05453183501958847,0.0004567057068925351,0.0016913863364607096,0.9116001906411614,4,4,5,0.0,4 8 7 6 10
87,441,0.86035,0.18600700795650482,0.0004503910812283201,0.0008221844909712672,0.9220493861455271,6,6,7,0.0,4 1 8 2 3 5 10
88,444,0.8594,0.13996882736682892,0.00041701575779976946,0.002094489522278309,0.864054459934516,2,2,3,0.0,4 9 10
89,452,0.8568666666666667,0.39191994071006775,0.0003497082616377156,0.0009377880487591028,0.9056622429122965,7,7,8,0.0,4 7 8 6 1 3 5 10
90,454,0.8562333333333334,0.13737832009792328,0.00048822027747519314,0.0012952551478520036,0.8948274537274231,1,1,2,0.0,7 10
91,461,0.8540166666666666,0.029177457094192505,0.0003836860456171313,0.0017250895034521818,0.8402675291020578,6,6,7,0.0,3 4 7 8 6 2 10
92,466,0.8524333333333334,0.4162527322769165,0.00035582599230110645,0.0004497781628742814,0.9525818032224737,4,4,5,0.0,3 5 8 6 10
93,473,0.8502166666666666,0.09441176056861877,0.0003767376557724284,0.0007588836015202105,0.9438770344474228,6,6,7,0.0,8 6 1 4 7 2 10
94,480,0.848,0.16215024888515472,0.00041869514721578786,0.0007956175250001252,0.9077173440886592,6,6,7,0.0,6 1 5 9 4 7 10
95,489,0.8451500000000001,0.537731409072876,0.00033755809353250597,0.0006118930177763104,0.9411858805719936,9,9,10,0.0,7 1 8 2 3 6 5 4 9
96,498,0.8423,0.34336838126182556,0.00041073165549379255,0.00092788360780105,0.9235402262203759,9,9,10,0.0,3 7 6 2 4 5 8 9 1
97,501,0.84135,0.399605929851532,0.0013851657762036969,0.001183990971185267,0.9023456672000545,2,2,3,0.0,8 3 10
98,510,0.8385,0.5066062808036804,0.0017247603197271626,0.0008753763977438211,0.9437196407949953,8,8,9,0.0,1 8 3 9 4 7 2 5 10
99,519,0.83565,0.12218712270259857,0.001261299256131881,0.0007110305596143007,0.9149647487967533,8,8,9,0.0,9 7 5 4 3 8 1 2 10
100,523,0.8343833333333334,0.4494364261627197,0.0006927705398993567,0.0010484656086191535,0.8937535118062478,3,3,4,0.0,5 2 6 10
101,530,0.8321666666666667,0.17314395308494568,0.0008113249371360455,0.0007410141406580806,0.9133086242534743,6,6,7,0.0,3 6 4 5 8 2 10
102,536,0.8302666666666667,0.0676894336938858,0.0008217134745791554,0.001374231418594718,0.8628717687304324,5,5,6,0.0,5 1 2 9 4 10
103,539,0.8293166666666667,0.18904274702072144,0.0006464638281613588,0.0026079509407281876,0.8330881394109246,2,2,3,0.0,4 2 10
104,543,0.82805,0.1872149407863617,0.0006360857805702835,0.0006470722728408873,0.9275032824589722,3,3,4,0.0,1 2 8 10
105,552,0.8252,0.4087560474872589,0.0006715364547239409,0.0006344392895698547,0.9489724816451033,9,9,10,0.0,8 9 3 4 5 2 7 6 1
106,560,0.8226666666666667,-0.0696607455611229,0.0006188325933180749,0.0006941125029698014,0.9240266551727631,7,7,8,0.0,3 6 2 9 8 7 1 10
107,568,0.8201333333333334,0.4067509174346924,0.0005296870331221726,0.0010386400390416384,0.9166959327037638,7,7,8,0.0,5 7 6 9 3 4 8 10
108,574,0.8182333333333334,9.306520223617554e-05,0.0005260327889118344,0.0019832304678857327,0.8962698265484907,5,5,6,0.0,9 8 1 2 4 10
109,575,0.8179166666666666,0.0,0.0005572022055275738,0.0028555647004395723,0.7413556939444984,0,0,1,0.0,10
110,579,0.81665,0.3204801678657532,0.0005586785118794069,0.0014595467364415526,0.8649607080518845,3,3,4,0.0,2 5 1 10
111,588,0.8138,0.06593319773674011,0.0005190971229846278,0.00034499255707487464,0.9663301571034223,8,8,9,0.0,6 4 9 5 1 7 8 3 10
112,589,0.8134833333333333,0.0,0.00043466530041769147,0.003211486153304577,0.615390015092726,0,0,1,0.0,10
113,597,0.8109500000000001,0.06391595304012299,0.0005152278936293442,0.0007778583094477654,0.9323445142343126,7,7,8,0.0,2 5 3 4 6 7 8 10
114,604,0.8087333333333333,0.22669528424739838,0.0005142460909805127,0.0009843002771958709,0.9224535261727117,6,6,7,0.0,5 3 2 7 4 6 10
115,613,0.8058833333333333,0.5058103203773499,0.0004778348084073514,0.00088233791757375,0.9439990619833135,8,8,9,0.0,8 5 3 6 7 9 1 4 10
116,619,0.8039833333333333,0.1352081596851349,0.0005484176799654961,0.0006871498189866543,0.946325378915501,5,5,6,0.0,2 7 5 6 4 10
117,628,0.8011333333333334,0.0011347383260726929,0.0005078980951414754,0.000746132165659219,0.9347026239500318,9,9,10,0.0,7 2 1 5 4 6 9 8 3
118,634,0.7992333333333334,0.15890555083751678,0.0004681070374014477,0.00035568163730204105,0.9439491837880132,5,5,6,0.0,1 3 9 2 8 10
119,635,0.7989166666666667,0.0,0.000514751416631043,0.0019189880695194006,0.7990946108597141,0,0,1,0.0,10
120,636,0.7986,0.0,0.0006323264678940177,0.0043410551734268665,0.7631438153090415,0,0,1,0.0,10
121,640,0.7973333333333333,0.10111117362976074,0.0005070300176157616,0.0003786321613006294,0.9311998551368147,3,3,4,0.0,4 5 3 10
122,642,0.7967,0.2785052955150604,0.0002962686266982928,0.001823922386392951,0.805972031655408,1,1,2,0.0,7 10
123,643,0.7963833333333333,0.0,0.00031300444970838726,0.0032737974543124437,0.764852500138594,0,0,1,0.0,10
124,652,0.7935333333333333,0.5635417699813843,0.0004348486319132563,0.0007094616303220391,0.9453501731476234,8,8,9,0.0,3 1 5 9 6 4 7 8 10
125,655,0.7925833333333334,0.1837058961391449,0.0005025048934233686,0.0011460746172815561,0.9026345421209063,2,2,3,0.0,4 5 10
126,664,0.7897333333333334,0.039028316736221313,0.00043869137233640585,0.00027926155598834157,0.9584517932710693,8,8,9,0.0,2 5 7 6 4 3 8 1 10
127,673,0.7868833333333334,0.4279852509498596,0.00039779884294451523,0.000987825682386756,0.8867267172752606,8,8,9,0.0,1 3 5 7 9 6 8 4 10
128,677,0.7856166666666666,0.5039783716201782,0.0003303599623905029,0.001134092453867197,0.9290625971014413,3,3,4,0.0,6 3 5 10
129,684,0.7834,0.3865755796432495,0.00040093060150476437,0.0009800834814086556,0.8998257565742865,6,6,7,0.0,4 5 2 3 1 6 10
130,688,0.7821333333333333,0.41998931765556335,0.000401600802433677,0.0007902735378593206,0.8981206734597187,3,3,4,0.0,3 5 1 10
131,693,0.78055,-0.00906362384557724,0.00040121133788488804,0.0011456639040261507,0.8654769386489312,4,4,5,0.0,3 9 2 6 10
132,700,0.7783333333333333,-0.002799972891807556,0.00039961847609707287,0.0012175430310890079,0.9261113662144234,6,6,7,0.0,5 3 2 6 4 7 10
133,704,0.7770666666666667,0.3213725686073303,0.00039575114351464435,0.001509506138972938,0.8699019244394744,3,3,4,0.0,8 2 6 10
134,712,0.7745333333333333,0.3649854362010956,0.0004176390320935752,0.0010106952395290136,0.8970537728028689,7,7,8,0.0,3 1 7 6 8 4 9 10
135,715,0.7735833333333333,0.40236324071884155,0.0004461986633638541,0.0007252720533870161,0.9177711395885658,2,2,3,0.0,5 3 10
136,724,0.7707333333333333,0.13512402772903442,0.0003603249497245997,0.00030623964266851544,0.9617493655997706,9,9,10,0.0,5 1 3 9 8 4 2 6 7
137,730,0.7688333333333334,0.2621544599533081,0.00038623295646781725,0.00048886175500229,0.9522849419170838,5,5,6,0.0,8 3 9 5 4 10
138,739,0.7659833333333333,0.12379953265190125,0.0003880732143039091,0.0007521686493419111,0.9353232094386812,9,9,10,0.0,8 3 9 2 7 6 5 1 4
139,741,0.76535,0.0941101536154747,0.00034045193751808256,0.0008407123386859894,0.8841966111899556,1,1,2,0.0,3 10
140,745,0.7640833333333333,0.14822903275489807,0.0003249579604016617,0.0004660719132516533,0.9352520022820349,3,3,4,0.0,8 2 5 10
141,749,0.7628166666666667,0.09139712154865265,0.0003893783868988976,0.0020875786431133747,0.8030028145020556,3,3,4,0.0,8 3 5 10
142,757,0.7602833333333333,0.12361712753772736,0.0014850563784420956,0.0008322325302287936,0.9006409118933145,7,7,8,0.0,8 7 9 3 2 5 1 10
143,765,0.75775,0.16249114274978638,0.0011318253746139817,0.0008022483671084046,0.9246528936233305,7,7,8,0.0,3 5 4 6 9 2 8 10
144,769,0.7564833333333333,0.05270778387784958,0.0011089031322626397,0.0012022564187645912,0.8751211083459798,3,3,4,0.0,1 5 3 10
145,775,0.7545833333333334,0.036959387362003326,0.0010574478073976934,0.0008237851434387267,0.9386155062247683,5,5,6,0.0,3 4 9 8 2 10
146,782,0.7523666666666666,0.10218799114227295,0.0009542031745825495,0.0006859710556454957,0.9465818202984603,6,6,7,0.0,1 5 7 6 2 4 10
147,784,0.7517333333333334,0.26975035667419434,0.0008341331558767706,0.0020456702914088964,0.826771015396583,1,1,2,0.0,7 10
148,789,0.75015,0.24462014436721802,0.0009804715286009015,0.000679461401887238,0.9335591515944772,4,4,5,0.0,4 5 1 3 10
149,792,0.7492,0.11073829233646393,0.0008255974777663747,0.0007956521003507078,0.9132356949496071,2,2,3,0.0,3 4 10
150,796,0.7479333333333333,0.16993319988250732,0.0011054400238208473,0.00039459235267713666,0.9438966987178385,3,3,4,0.0,9 5 4 10
151,799,0.7469833333333333,0.41812190413475037,0.0008794193660529951,0.0018152007833123207,0.8771428489142876,2,2,3,0.0,2 6 10
152,803,0.7457166666666667,0.20356538891792297,0.0008134558593155816,0.000984779093414545,0.8845783518660508,3,3,4,0.0,5 2 3 10
153,810,0.7435,0.21536529064178467,0.0009318026381411723,0.0005696531152352691,0.9417375252802506,6,6,7,0.0,1 3 2 9 4 8 10
154,815,0.7419166666666667,0.011067509651184082,0.0009907968225888908,0.0014831337612122297,0.8356338825417897,4,4,5,0.0,5 3 6 2 10
155,816,0.7416,0.0,0.0009435088140890002,0.002381409052759409,0.7495851443806945,0,0,1,0.0,10
156,825,0.73875,0.443190336227417,0.000658885226584971,0.0007403031340800226,0.9528818902837536,8,8,9,0.0,5 3 2 8 9 1 4 6 10
157,829,0.7374833333333334,0.5462623238563538,0.0006870422657812014,0.0009567467495799065,0.9412110539221877,3,3,4,0.0,4 3 5 10
158,835,0.7355833333333334,0.13017097115516663,0.0007027167303021997,0.0005813605384901166,0.9525720461866376,5,5,6,0.0,3 8 2 9 4 10
159,841,0.7336833333333334,-0.0010270699858665466,0.000737346369229878,0.0005084285512566566,0.9132990522418662,5,5,6,0.0,7 1 2 9 5 10
160,844,0.7327333333333333,0.14129486680030823,0.0007494350623649856,0.0014828528510406613,0.8644970658719185,2,2,3,0.0,8 5 10
161,853,0.7298833333333333,0.37928977608680725,0.0007149249302326805,0.0009104710770770907,0.9083804065775786,9,9,10,0.0,6 1 7 4 9 8 3 2 5
162,862,0.7270333333333334,0.5264805555343628,0.0007051249655584494,0.0005368294660001993,0.9353582777357555,9,9,10,0.0,3 5 4 7 9 1 2 6 8
163,871,0.7241833333333334,0.001134723424911499,0.0007302242382946941,0.000746132165659219,0.9347026239500318,9,9,10,0.0,3 7 6 4 8 2 9 1 5
164,880,0.7213333333333334,0.39493197202682495,0.0006695091465695037,0.000435663532698527,0.9528251209879885,9,9,10,0.0,8 7 6 3 5 9 2 1 4
165,888,0.7188000000000001,0.1769271343946457,0.0005588653439190239,0.0007648739265277982,0.9339520685489906,7,7,8,0.0,5 1 3 8 6 7 4 10
166,895,0.7165833333333333,-0.05220399796962738,0.0006394919099485767,0.0011021867394447327,0.8872205562242855,6,6,7,0.0,1 5 8 3 6 9 10
167,902,0.7143666666666666,0.38137301802635193,0.0006248549658006855,0.0009802246931940317,0.9208805201382473,6,6,7,0.0,7 8 6 2 3 9 10
168,904,0.7137333333333333,0.11705823242664337,0.0006040433945599943,0.0019310463685542345,0.8392349012887081,1,1,2,0.0,7 10
169,913,0.7108833333333333,0.38195309042930603,0.0006244508614246217,0.0009363439166918397,0.906452640191199,8,8,9,0.0,3 5 6 4 9 2 8 7 10
170,916,0.7099333333333333,0.32737448811531067,0.00042563396467206377,0.0010262496070936322,0.8675085755683012,2,2,3,0.0,1 3 10
171,925,0.7070833333333333,0.5349805355072021,0.0006676668838028692,0.0005440234672278166,0.9342281241656484,8,8,9,0.0,9 5 3 1 6 7 4 2 10
172,928,0.7061333333333333,0.2662299871444702,0.0006390076111226032,0.0010413177078589797,0.8693554330789943,2,2,3,0.0,9 5 10
173,935,0.7039166666666667,0.16274721920490265,0.0006724370011527624,0.0011296323500573635,0.9206866876672904,6,6,7,0.0,6 5 8 7 4 1 10
174,944,0.7010666666666667,0.4481082260608673,0.000481414560150976,0.0005823540850542486,0.9282077593589367,9,9,10,0.0,3 4 6 9 5 8 2 7 1
175,951,0.69885,0.09088514745235443,0.0005647982678575707,0.0003207515401300043,0.9516258225394203,6,6,7,0.0,3 8 2 6 1 4 10
176,954,0.6979,0.10583285242319107,0.00043365767730089527,0.0020779212936758995,0.878580408952643,2,2,3,0.0,7 5 10
177,961,0.6956833333333333,0.1723056584596634,0.0004938890633638948,0.0007449798285961151,0.9128633619116688,6,6,7,0.0,3 6 1 7 4 5 10
178,964,0.6947333333333333,0.3345881402492523,0.00044925184920430183,0.0019224232528358698,0.8815899176094526,2,2,3,0.0,2 9 10
179,969,0.6931499999999999,0.04630900174379349,0.00046933124540373685,0.0011907087173312902,0.9129948059050421,4,4,5,0.0,5 1 3 6 10
180,978,0.6903,0.5411314368247986,0.0004249792352008323,0.0006397218676283956,0.9381793259015123,8,8,9,0.0,5 1 2 7 8 3 4 9 10
181,985,0.6880833333333334,0.1421012133359909,0.0005409970181062818,0.00092937215231359,0.9007873231285959,6,6,7,0.0,9 8 3 6 2 4 10
182,987,0.68745,0.07352717220783234,0.00046505642239935696,0.001005322439596057,0.862981702002844,1,1,2,0.0,5 10
183,989,0.6868166666666666,0.22334152460098267,0.0005201706080697477,0.0011913373600691557,0.8606827794158927,1,1,2,0.0,3 10
184,993,0.68555,0.17972701787948608,0.00044668680493487045,0.0012886158656328917,0.8715847118112051,3,3,4,0.0,9 5 2 10
185,1001,0.6830166666666666,0.43627291917800903,0.0007575288764201105,0.0006709874141961336,0.9476550413864829,7,7,8,0.0,9 5 3 6 2 4 8 10
186,1003,0.6823833333333333,0.2133442461490631,0.001964766765013337,0.00287498626857996,0.7861801119062797,1,1,2,0.0,3 10
187,1012,0.6795333333333333,0.4430909752845764,0.001825334167935782,0.0007468047551810741,0.9531893851002955,8,8,9,0.0,8 3 7 2 9 6 4 5 10
188,1021,0.6766833333333333,0.5328031778335571,0.0016628621766964595,0.0005611433298327029,0.9352654878550634,8,8,9,0.0,8 7 3 9 1 5 2 4 10
189,1027,0.6747833333333333,0.12028874456882477,0.0013087309392479558,0.0007717214757576585,0.9209250239710746,5,5,6,0.0,1 8 3 4 2 10
190,1036,0.6719333333333334,0.3100541830062866,0.0012499235324665075,0.0010793664259836078,0.9030750394044676,9,9,10,0.0,6 1 5 7 3 8 9 2 4
191,1040,0.6706666666666667,0.0874476507306099,0.0013435778091661632,0.0004581557877827436,0.9221069950446504,3,3,4,0.0,8 7 4 10
192,1045,0.6690833333333334,0.44024163484573364,0.0012297163484618068,0.0005075107328593731,0.9422954179869254,4,4,5,0.0,8 2 4 3 10
193,1049,0.6678166666666667,0.15106357634067535,0.0011032405018340796,0.0011219391599297523,0.9014522375519012,3,3,4,0.0,3 9 8 10
194,1058,0.6649666666666667,0.09667439758777618,0.0011174876061785552,0.0007016467861831188,0.9162951103643061,9,9,10,0.0,8 7 2 3 1 9 5 4 6
195,1060,0.6643333333333333,0.08760206401348114,0.0009319877426605672,0.0027624310459941626,0.7333804321310324,1,1,2,0.0,8 10
196,1069,0.6614833333333334,0.4481082558631897,0.0010418305108841094,0.0005823540850542486,0.9282077593589367,9,9,10,0.0,6 3 5 9 8 2 1 4 7
197,1076,0.6592666666666667,-0.03928796201944351,0.0010877706850546279,0.0008060007821768522,0.9088596840002591,6,6,7,0.0,6 1 5 9 2 3 10
198,1085,0.6564166666666666,0.531575620174408,0.0009373178214041723,0.00033191684633493423,0.9561981121332835,8,8,9,0.0,7 5 9 8 1 4 2 3 10
199,1089,0.65515,0.0461382120847702,0.0009853762749116868,0.0015624512452632189,0.8353428985662182,3,3,4,0.0,8 5 4 10
200,1095,0.65325,0.34820014238357544,0.0007501942648862799,0.0012352345511317253,0.9029365738457363,5,5,6,0.0,9 8 2 5 7 10
201,1101,0.6513500000000001,0.12753041088581085,0.0010965706508917112,0.0007600127719342709,0.943728207195273,5,5,6,0.0,8 7 4 6 1 10
